ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
363,18.483845,77.380139,6.6,-35.6,6.81,0.67,Negativno,Ne
364,18.480623,77.391623,12.1,-56.8,7.58,3.63,Negativno,Ne
365,18.47433,77.383836,4.8,-45.8,7.11,2.18,Negativno,Ne
366,18.474149,77.368491,12.9,-16.2,6.9,0.68,Negativno,Ne
367,18.476442,77.396289,14.1,-57.8,6.77,5.22,Negativno,Ne
368,18.471457,77.398673,10.5,-47.9,7.39,0.83,Negativno,Ne
369,18.484653,77.392144,5.3,-52.3,6.96,0.79,Negativno,Ne
370,18.477789,77.382487,3.5,-64.8,6.98,3.96,Negativno,Ne
371,18.490716,77.391762,1.3,-54.4,7.69,5.58,Negativno,Ne
372,18.495789,77.387227,11.9,-51.4,6.57,4.33,Negativno,Ne
373,18.484527,77.402946,0.4,-40.4,8.52,2.06,Negativno,Ne
374,18.481773,77.389657,0.7,-47.7,8.05,3.56,Negativno,Ne
375,18.482565,77.384877,0.5,-40.4,6.72,5.0,Negativno,Ne
376,18.484151,77.395154,4.3,-37.5,7.52,4.46,Negativno,Ne
377,18.481892,77.392887,9.7,-38.2,6.85,3.81,Negativno,Ne
378,18.477761,77.383019,3.2,-49.6,6.64,5.67,Negativno,Ne
379,18.465266,77.401378,9.3,-63.2,7.32,0.73,Negativno,Ne
380,18.498182,77.390473,13.9,-75.0,6.81,0.13,Negativno,Ne
381,18.486221,77.391824,9.0,-43.0,7.58,4.36,Negativno,Ne
382,18.485911,77.388359,5.0,-49.4,7.63,4.28,Negativno,Ne
383,18.486721,77.390208,14.2,-42.7,6.86,0.29,Negativno,Ne
384,18.468206,77.384457,3.0,-25.7,6.73,2.17,Negativno,Ne
385,18.481186,77.399955,0.2,-72.9,7.37,4.53,Negativno,Ne
386,18.486695,77.383289,4.5,-45.3,6.14,0.96,Pozitivno,Ne
387,18.484056,77.390196,0.6,-54.8,6.61,1.37,Negativno,Ne
388,18.48896,77.395059,1.6,-33.1,6.76,4.33,Negativno,Ne
389,18.453601,77.383196,2.2,-34.6,7.07,0.54,Negativno,Ne
390,18.483014,77.401576,1.2,-59.2,7.68,1.31,Negativno,Ne
391,18.481492,77.406083,13.8,-47.5,6.22,5.65,Negativno,Ne
392,18.470136,77.396358,6.6,-47.9,6.59,3.99,Negativno,Ne
393,18.47611,77.384086,9.0,-42.3,6.49,4.64,Negativno,Ne
394,18.47515,77.36745,12.5,-88.1,6.08,4.1,Negativno,Ne
395,18.483576,77.402658,14.1,-49.6,7.72,0.11,Negativno,Ne
396,18.466547,77.39678,9.3,-42.6,7.06,5.27,Negativno,Ne
397,18.484836,77.40228,8.0,-58.6,7.18,3.3,Negativno,Da
398,18.488041,77.401108,1.4,-38.9,6.79,5.14,Negativno,Ne
399,18.487341,77.389931,14.2,-49.1,7.21,0.73,Negativno,Ne
400,18.493434,77.378256,10.6,-71.1,6.1,1.15,Negativno,Ne
401,18.483411,77.386899,6.2,-49.6,7.72,2.54,Negativno,Ne
402,18.483567,77.389665,10.3,-64.6,6.57,4.01,Negativno,Ne
403,18.472404,77.380095,14.0,-47.0,6.92,1.61,Negativno,Ne
404,18.494544,77.393469,9.0,-79.6,7.03,3.8,Negativno,Ne
405,18.493725,77.360835,6.9,-48.0,6.94,4.7,Negativno,Ne
406,18.481568,77.380391,5.3,-58.4,7.08,5.13,Negativno,Ne
407,18.478943,77.412469,11.4,-66.1,6.92,5.31,Negativno,Ne
408,18.490769,77.386873,2.9,-50.2,7.48,1.03,Negativno,Ne
409,18.458532,77.399307,11.3,-31.6,7.59,1.08,Negativno,Ne
410,18.496789,77.373353,7.7,-60.9,6.94,2.42,Negativno,Ne
411,18.482687,77.386327,2.1,-58.2,6.17,3.82,Pozitivno,Ne
412,18.48707,77.386699,12.3,-49.5,6.93,2.1,Negativno,Ne
413,18.481072,77.399725,7.5,-56.1,6.61,3.35,Negativno,Ne
414,18.469906,77.400402,11.4,-24.1,6.39,3.57,Negativno,Ne
415,18.462371,77.388538,9.9,-32.6,6.5,0.13,Negativno,Ne
416,18.495623,77.389656,0.2,-50.7,7.12,0.27,Negativno,Ne
417,18.488595,77.384577,10.6,-67.8,7.65,1.22,Negativno,Ne
418,18.491353,77.39939,5.8,-17.3,6.36,6.572348997234858,Pozitivno,Da
419,18.464916,77.387341,11.9,-43.6,7.27,0.36,Pozitivno,Ne
420,18.483201,77.397619,14.5,-11.5,7.75,6.019470044986456,Pozitivno,Da
421,18.475837,77.387377,14.3,-57.2,7.22,4.24,Negativno,Ne
422,18.472201,77.393957,4.3,-43.7,7.2,3.01,Negativno,Da
423,18.472309,77.386476,4.7,-15.8,6.89,2.26,Negativno,Ne
424,18.496607,77.400773,13.2,-42.3,7.27,4.26,Negativno,Ne
425,18.495761,77.388425,3.7,-46.5,6.84,3.95,Negativno,Ne
426,18.495936,77.384347,2.1,-52.0,7.49,3.97,Negativno,Ne
427,18.478663,77.390623,2.0,-5.6,6.99,5.615994248710649,Pozitivno,Da
428,18.492965,77.387109,13.9,-50.6,6.78,1.73,Negativno,Ne
429,18.472747,77.392979,8.6,-48.3,6.67,4.78,Negativno,Ne
430,18.480434,77.383205,1.3,-46.7,6.71,4.78,Negativno,Ne
431,18.486766,77.377646,13.8,-66.8,6.95,3.26,Negativno,Ne
432,18.479689,77.382621,13.5,-58.6,6.88,5.69,Negativno,Ne
433,18.490585,77.397511,2.4,-18.2,7.15,8.942348997234859,Pozitivno,Da
434,18.493137,77.404975,6.6,-25.8,7.29,0.94,Negativno,Ne
435,18.469706,77.392105,5.4,-49.7,6.17,4.58,Pozitivno,Ne
436,18.470939,77.388377,2.4,-74.4,6.78,2.72,Negativno,Ne
437,18.474629,77.376932,5.3,-46.7,7.01,2.91,Negativno,Ne
438,18.489134,77.39132,8.5,-17.8,7.56,0.48,Negativno,Ne
439,18.478872,77.379776,12.7,-39.0,6.9,5.02,Negativno,Ne
440,18.460167,77.388417,1.3,-63.8,6.64,5.48,Negativno,Ne
441,18.496527,77.397442,1.4,-28.8,6.64,2.9,Pozitivno,Ne
442,18.484049,77.387694,5.6,-47.1,7.37,3.46,Negativno,Ne
443,18.467877,77.397545,11.2,-58.9,7.26,5.45,Negativno,Ne
444,18.50105,77.388047,0.3,-38.8,5.88,3.94,Negativno,Ne
445,18.484833,77.38777,2.8,-52.6,5.78,1.56,Negativno,Ne
446,18.476308,77.389547,8.2,-47.9,6.66,1.4,Negativno,Ne
447,18.487499,77.401977,11.0,-35.3,6.78,3.37,Negativno,Ne
448,18.492146,77.394085,10.5,-43.2,7.22,5.97,Negativno,Ne
449,18.484021,77.401072,7.3,-69.3,6.51,5.16,Negativno,Ne
450,18.482666,77.396436,13.1,-11.5,5.68,6.469470044986456,Pozitivno,Da
451,18.470662,77.400985,14.9,-43.8,7.53,0.42,Negativno,Ne
452,18.481797,77.387481,4.6,-30.0,5.8,1.78,Negativno,Ne
453,18.488191,77.385139,11.0,-18.9,7.18,0.42,Negativno,Ne
454,18.493754,77.392262,1.9,-36.1,6.87,5.86,Negativno,Ne
455,18.498125,77.370178,6.3,-35.9,7.25,0.76,Negativno,Ne
456,18.475118,77.375038,14.8,-37.0,6.19,1.21,Negativno,Ne
457,18.470219,77.396369,1.9,-40.1,7.54,2.34,Negativno,Ne
458,18.464675,77.376163,13.1,-63.5,7.7,5.71,Negativno,Ne
459,18.480422,77.392119,1.9,-47.6,7.54,1.01,Negativno,Da
460,18.463182,77.386618,8.3,-32.2,7.29,3.69,Negativno,Ne
461,18.473995,77.381662,12.3,-57.5,8.03,4.43,Negativno,Ne
462,18.501288,77.395213,14.7,-24.9,6.65,4.11,Negativno,Ne
463,18.490854,77.378088,7.2,-45.6,7.7,1.17,Negativno,Ne
464,18.477315,77.385366,2.8,-42.3,7.79,3.44,Negativno,Ne
465,18.481011,77.371629,9.7,-82.5,6.9,0.71,Negativno,Ne
466,18.491348,77.377797,8.2,-48.0,7.11,1.46,Negativno,Ne
467,18.473252,77.383569,12.5,-28.5,7.55,3.62,Negativno,Ne
468,18.481882,77.384506,6.5,-75.4,7.46,2.5,Negativno,Ne
469,18.490752,77.394082,12.5,-19.4,7.15,3.86,Negativno,Ne
470,18.474014,77.388272,10.3,-56.3,7.22,4.26,Negativno,Ne
471,18.488043,77.370059,0.8,-66.2,7.31,4.89,Negativno,Ne
472,18.468651,77.410399,14.2,-0.3,7.4,1.5,Negativno,Da
473,18.475653,77.384116,5.8,-28.9,7.09,5.75,Negativno,Ne
474,18.475545,77.392835,1.6,-72.6,6.93,3.84,Negativno,Ne
475,18.483007,77.36845,12.8,-44.6,6.17,5.58,Negativno,Ne
476,18.502648,77.389293,2.4,-43.6,6.74,2.78,Negativno,Da
477,18.461877,77.398214,9.7,-35.2,5.7,4.62,Negativno,Da
478,18.462713,77.401446,3.5,-34.1,7.84,1.66,Negativno,Ne
479,18.478936,77.385005,6.7,-60.0,7.66,5.98,Negativno,Ne
480,18.47552,77.414569,3.6,-38.9,7.41,4.86,Negativno,Ne
481,18.477724,77.394076,9.0,-50.2,7.18,4.91,Negativno,Ne
482,18.489869,77.378495,3.6,-27.7,7.34,0.68,Negativno,Ne
483,18.471125,77.392881,5.1,-37.6,7.36,1.36,Negativno,Ne
484,18.468626,77.394726,1.6,-68.0,6.84,2.24,Negativno,Ne
485,18.483158,77.378388,10.9,-59.2,7.25,0.76,Negativno,Ne
486,18.468417,77.382618,0.2,-27.4,6.28,3.05,Negativno,Ne
487,18.474783,77.386645,3.0,-36.7,7.25,2.06,Negativno,Ne
488,18.471481,77.397945,14.4,-63.9,6.44,4.62,Negativno,Ne
489,18.469204,77.394086,2.6,-58.9,7.0,0.92,Negativno,Ne
490,18.487137,77.380963,1.3,-66.4,7.12,3.41,Negativno,Ne
491,18.479268,77.374194,8.6,-62.8,7.29,1.89,Negativno,Ne
492,18.489802,77.381784,8.4,-51.7,6.51,0.83,Negativno,Ne
493,18.468308,77.401307,13.2,-46.7,6.83,2.2,Negativno,Ne
494,18.476944,77.388642,1.1,-6.2,6.69,9.885994248710649,Pozitivno,Da
495,18.47294,77.391151,5.5,-63.0,6.98,3.43,Negativno,Ne
496,18.470889,77.400356,10.0,-50.3,6.14,5.11,Negativno,Ne
497,18.476267,77.394014,6.6,-59.7,6.66,0.27,Negativno,Ne
498,18.496671,77.398341,13.0,-59.8,6.42,5.07,Negativno,Ne
499,18.480953,77.391261,12.9,-35.7,6.45,1.9,Negativno,Ne
500,18.486093,77.389554,13.4,-57.3,6.79,0.56,Negativno,Ne
501,18.500414,77.365355,6.4,-38.3,6.53,4.3,Negativno,Ne
502,18.487827,77.386806,4.6,-42.7,6.78,3.99,Negativno,Da
503,18.489371,77.380172,9.2,-82.8,5.78,1.53,Negativno,Ne
504,18.4847,77.37852,3.5,-13.4,6.47,2.45,Negativno,Ne
505,18.478356,77.387549,14.4,-9.6,7.71,6.285994248710649,Pozitivno,Da
506,18.502548,77.383927,9.8,-74.0,7.18,0.61,Negativno,Ne
507,18.486119,77.384386,6.1,-65.6,6.76,2.67,Negativno,Ne
508,18.491134,77.382003,11.6,-49.8,6.91,3.01,Negativno,Ne
509,18.476574,77.404536,13.1,-58.7,6.39,4.33,Negativno,Ne
510,18.481889,77.396167,10.6,-19.9,6.75,10.189470044986455,Pozitivno,Da
511,18.487508,77.403563,5.7,-38.3,7.29,0.29,Negativno,Ne
512,18.472665,77.398673,12.6,-62.6,6.82,1.86,Negativno,Ne
513,18.488632,77.378741,3.4,-51.6,6.99,4.25,Negativno,Ne
514,18.479355,77.386951,7.3,-62.7,7.58,5.04,Negativno,Ne
515,18.475243,77.380611,3.8,-50.6,6.52,3.06,Negativno,Ne
516,18.473123,77.397579,5.2,-52.1,7.53,1.65,Negativno,Ne
517,18.482,77.385341,4.4,-39.7,6.9,3.66,Negativno,Ne
518,18.47647,77.380815,12.3,-65.2,6.35,5.11,Negativno,Ne
519,18.503001,77.381614,7.5,-46.6,6.8,1.48,Negativno,Ne
520,18.465194,77.390948,3.3,-47.7,7.17,1.53,Negativno,Ne
521,18.49268,77.387462,3.9,-64.0,6.68,0.15,Pozitivno,Ne
522,18.468938,77.383487,13.9,-53.9,7.05,2.43,Negativno,Ne
523,18.4792,77.396491,12.5,-92.6,7.53,0.93,Negativno,Ne
524,18.47756,77.414559,10.5,-43.3,7.14,3.76,Negativno,Ne
525,18.483081,77.380825,10.0,0.8,7.39,3.31,Negativno,Ne
526,18.475869,77.383125,0.4,-73.7,7.16,5.11,Negativno,Ne
527,18.488747,77.376272,14.1,-43.0,7.69,2.63,Negativno,Ne
528,18.480921,77.397426,1.4,-14.3,6.52,9.319470044986456,Pozitivno,Da
529,18.476653,77.400352,9.6,-51.1,8.02,2.31,Negativno,Ne
530,18.477375,77.390979,3.7,-53.8,6.76,3.31,Negativno,Ne
531,18.48811,77.382914,9.4,-63.2,6.74,2.27,Negativno,Ne
532,18.481093,77.393455,0.4,-57.6,7.07,5.45,Pozitivno,Ne
533,18.481757,77.387309,2.9,-40.1,7.28,3.91,Negativno,Ne
535,18.483201,77.390505,1.2,-48.9,6.87,5.69,Negativno,Ne
536,18.484947,77.373305,1.2,-22.9,8.1,2.51,Negativno,Ne
537,18.482842,77.390174,7.7,-42.5,6.63,2.59,Negativno,Ne
538,18.493334,77.396834,0.7,-56.2,6.82,0.48,Negativno,Ne
539,18.481863,77.401331,3.1,-48.6,7.5,1.7,Negativno,Ne
540,18.481352,77.388743,3.1,-60.5,7.43,0.59,Negativno,Ne
541,18.487018,77.406951,10.3,-58.5,7.22,3.0,Negativno,Ne
542,18.488674,77.394987,4.5,-80.4,7.3,0.62,Negativno,Ne
543,18.473404,77.401052,6.0,-47.8,6.7,0.69,Negativno,Ne
544,18.474039,77.372294,4.0,-57.3,8.08,3.56,Negativno,Ne
545,18.484663,77.391004,11.3,-59.3,7.56,2.18,Negativno,Ne
546,18.484068,77.393758,13.4,-66.9,7.42,4.93,Negativno,Ne
547,18.484713,77.384045,12.1,-54.5,6.58,3.71,Negativno,Ne
548,18.469033,77.378601,8.3,-43.7,6.95,3.78,Negativno,Ne
549,18.490554,77.412526,10.8,-64.7,6.93,1.84,Negativno,Ne
550,18.470266,77.375512,10.4,-48.8,7.05,1.28,Negativno,Ne
551,18.458933,77.381742,14.3,-44.9,7.48,1.5,Negativno,Ne
552,18.48722,77.394206,1.1,-37.4,6.07,5.68,Negativno,Ne
553,18.479712,77.384541,14.0,-60.7,7.68,3.95,Negativno,Da
554,18.480315,77.378904,9.6,-52.1,6.5,4.33,Negativno,Ne
555,18.505527,77.40433,12.6,-41.7,7.4,4.46,Negativno,Ne
556,18.464661,77.392278,11.6,-14.7,8.08,1.76,Negativno,Ne
557,18.469674,77.391699,4.2,-31.5,5.43,4.56,Negativno,Ne
558,18.475836,77.394971,3.5,-37.6,6.78,5.44,Negativno,Ne
559,18.477545,77.398615,12.4,-45.7,6.01,0.89,Pozitivno,Ne
560,18.477802,77.365221,11.6,-73.8,7.14,1.85,Negativno,Ne
561,18.484826,77.388877,1.2,-35.6,6.17,4.33,Negativno,Ne
562,18.490555,77.389335,12.4,-62.4,7.85,3.6,Negativno,Ne
563,18.4838,77.379548,13.4,-50.6,7.74,1.35,Pozitivno,Ne
564,18.467013,77.408753,10.9,-60.6,7.12,4.94,Negativno,Ne
565,18.476142,77.384693,7.7,-47.9,7.08,1.3,Negativno,Ne
566,18.468538,77.384362,5.0,-41.0,7.09,1.46,Negativno,Ne
567,18.48869,77.36563,8.4,-31.7,6.78,3.52,Negativno,Ne
568,18.481745,77.368762,13.4,-59.0,6.69,1.64,Negativno,Ne
569,18.480979,77.396411,9.4,-5.6,6.79,7.409470044986456,Pozitivno,Da
570,18.488335,77.378588,4.0,-34.4,5.82,5.39,Negativno,Da
571,18.473428,77.404825,1.1,-51.0,7.25,1.22,Negativno,Ne
572,18.496507,77.375268,9.4,-44.9,7.61,4.76,Negativno,Ne
573,18.480904,77.374885,14.2,-28.1,7.65,5.98,Negativno,Ne
574,18.481552,77.379783,3.4,-69.9,6.23,5.25,Negativno,Ne
575,18.476868,77.399822,12.7,-51.0,6.64,2.52,Negativno,Ne
576,18.499478,77.391905,7.7,-60.7,6.83,2.08,Negativno,Ne
577,18.476438,77.387964,10.3,-31.6,7.25,3.03,Negativno,Ne
578,18.471073,77.394218,13.4,-75.0,7.12,2.68,Negativno,Ne
579,18.479286,77.393028,10.3,-49.1,6.91,5.36,Pozitivno,Ne
580,18.463198,77.385798,6.9,-22.6,7.68,5.76,Negativno,Ne
581,18.489002,77.384822,0.3,-68.7,6.52,0.22,Negativno,Ne
582,18.484777,77.405725,13.8,-41.0,6.6,4.01,Negativno,Ne
583,18.484268,77.406011,13.9,-29.9,7.74,1.93,Negativno,Ne
584,18.483527,77.394443,11.5,-82.5,7.36,4.35,Negativno,Ne
585,18.473783,77.405519,4.8,-39.0,6.36,3.86,Negativno,Ne
586,18.486269,77.396492,3.3,-55.5,7.21,2.27,Negativno,Ne
587,18.482479,77.396674,10.9,-7.9,7.41,6.419470044986456,Pozitivno,Da
588,18.469926,77.388127,8.1,-50.4,6.69,3.84,Pozitivno,Ne
589,18.486197,77.391201,4.8,-43.9,7.14,3.51,Negativno,Ne
590,18.467018,77.40361,7.9,-59.4,7.18,5.96,Negativno,Ne
591,18.465448,77.38469,1.5,-44.0,7.31,0.49,Negativno,Ne
592,18.490277,77.380769,4.7,-70.6,6.53,0.88,Negativno,Ne
593,18.477423,77.401605,1.4,-27.8,7.55,5.78,Negativno,Ne
595,18.481943,77.393882,7.7,-43.2,6.56,1.14,Pozitivno,Ne
596,18.477694,77.385339,6.2,-42.8,6.76,3.98,Negativno,Ne
597,18.473106,77.394314,10.5,-71.0,6.63,2.68,Pozitivno,Ne
598,18.470661,77.396764,12.1,-61.0,7.35,3.25,Negativno,Ne
599,18.467598,77.367674,2.9,-57.0,6.75,3.57,Negativno,Ne
600,18.478293,77.390469,11.1,-16.7,7.73,7.57599424871065,Pozitivno,Da
601,18.489745,77.400337,4.2,-51.1,7.44,1.67,Negativno,Ne
602,18.490407,77.387019,2.8,-30.8,7.82,1.29,Negativno,Ne
603,18.491131,77.377597,11.0,-41.6,7.7,1.55,Negativno,Ne
604,18.478497,77.367207,2.1,-57.6,7.25,5.63,Negativno,Ne
605,18.476572,77.411412,1.7,-33.3,7.7,3.32,Negativno,Ne
606,18.486601,77.385618,8.3,-52.5,6.61,5.1,Negativno,Ne
607,18.466053,77.36957,11.6,-51.9,7.73,0.82,Negativno,Ne
608,18.477127,77.380695,12.2,-49.8,6.87,4.57,Negativno,Ne
609,18.460611,77.392209,0.5,-67.2,6.66,1.56,Negativno,Ne
610,18.483733,77.385988,12.9,-33.8,6.91,0.94,Negativno,Ne
611,18.48669,77.39397,1.1,-57.9,6.26,1.93,Negativno,Ne
612,18.478031,77.376787,6.7,-63.2,6.51,5.25,Negativno,Ne
613,18.516377,77.411545,12.9,-74.1,5.88,0.48,Negativno,Ne
614,18.489832,77.382775,3.5,-60.9,7.89,1.5,Negativno,Ne
615,18.485292,77.39616,10.0,-24.4,6.67,4.04,Negativno,Ne
616,18.472903,77.396525,0.8,-37.8,7.18,2.57,Negativno,Ne
617,18.488995,77.3849,1.5,-89.8,7.04,5.75,Negativno,Ne
618,18.480472,77.408013,3.5,-58.1,6.83,5.77,Pozitivno,Ne
619,18.477778,77.394263,1.6,-37.7,7.33,5.62,Negativno,Ne
620,18.483658,77.399319,9.6,-45.9,7.65,3.66,Negativno,Ne
621,18.507524,77.380034,14.2,-40.7,6.78,3.22,Negativno,Ne
622,18.474322,77.395204,9.2,-43.5,7.82,1.72,Negativno,Ne
623,18.47719,77.400409,0.2,-48.4,6.96,3.87,Negativno,Ne
624,18.482145,77.410672,7.9,-56.3,6.48,1.33,Negativno,Ne
625,18.486858,77.402546,11.5,-36.2,7.17,1.96,Pozitivno,Ne
626,18.490998,77.408556,11.1,-60.0,6.51,4.7,Pozitivno,Ne
627,18.487976,77.385795,7.4,-45.2,6.38,2.02,Pozitivno,Ne
628,18.471302,77.389102,10.3,-48.8,7.52,2.12,Negativno,Ne
629,18.489712,77.381839,3.4,-54.0,6.49,2.22,Negativno,Ne
630,18.4842,77.37703,10.7,-37.2,6.56,1.95,Negativno,Ne
631,18.467664,77.383482,12.8,-36.4,6.64,5.27,Negativno,Ne
632,18.478837,77.404047,10.2,-41.1,6.86,0.6,Negativno,Ne
633,18.477212,77.390106,10.3,-12.3,6.93,0.83,Negativno,Ne
634,18.476979,77.374194,4.8,-53.0,6.57,1.13,Negativno,Ne
635,18.476915,77.411968,12.5,-49.9,6.44,5.27,Negativno,Ne
636,18.49302,77.391677,10.2,-43.3,6.58,0.51,Negativno,Ne
637,18.482986,77.39531,7.3,-52.2,6.84,0.22,Negativno,Ne
638,18.468215,77.368105,7.9,-74.2,7.59,0.89,Negativno,Ne
639,18.477314,77.400211,8.4,-53.9,6.63,4.27,Negativno,Da
640,18.489379,77.39125,7.7,-39.7,6.63,2.77,Negativno,Ne
641,18.478826,77.387244,9.0,-5.5,6.91,8.69599424871065,Pozitivno,Da
642,18.486973,77.384168,3.7,-58.2,7.17,3.61,Negativno,Ne
643,18.469297,77.379409,5.5,-74.6,8.37,4.91,Negativno,Da
644,18.469138,77.375328,14.2,-49.9,7.01,2.44,Pozitivno,Ne
645,18.476627,77.370426,7.9,-47.6,6.99,0.49,Negativno,Ne
646,18.477941,77.37394,11.6,-27.2,7.4,3.52,Negativno,Ne
647,18.481318,77.391923,13.3,-32.6,7.03,1.39,Negativno,Ne
648,18.473069,77.391689,1.7,-43.8,7.39,3.63,Negativno,Ne
649,18.489385,77.375613,4.8,-37.3,7.37,0.32,Negativno,Ne
650,18.465196,77.39136,5.9,-43.0,7.21,5.77,Negativno,Ne
651,18.500968,77.388069,11.3,-59.6,7.23,0.48,Negativno,Ne
652,18.475206,77.374106,4.0,-43.8,7.47,1.37,Negativno,Ne
653,18.489367,77.381832,10.3,-42.4,7.41,5.31,Negativno,Ne
654,18.485298,77.396805,3.1,-61.0,6.89,2.55,Negativno,Ne
655,18.470578,77.398534,2.1,-71.1,6.47,3.07,Negativno,Ne
656,18.482323,77.39173,10.9,-42.6,7.45,0.77,Negativno,Ne
657,18.477537,77.391358,0.9,-68.7,5.81,0.41,Negativno,Ne
658,18.466778,77.385504,5.0,-47.7,7.19,3.96,Negativno,Ne
659,18.466747,77.403388,11.7,-54.2,7.11,1.47,Negativno,Ne
660,18.478844,77.393228,2.3,-49.7,6.35,1.39,Negativno,Ne
661,18.478389,77.386018,5.9,-56.2,6.63,5.67,Negativno,Ne
662,18.468538,77.391724,11.1,-36.3,6.91,0.52,Negativno,Ne
663,18.484956,77.394885,0.9,-24.4,6.63,4.76,Negativno,Ne
664,18.475135,77.380735,6.0,-43.4,6.32,3.94,Negativno,Ne
665,18.491722,77.399054,14.9,-10.9,6.73,7.0123489972348585,Pozitivno,Da
666,18.465288,77.378818,1.3,-40.0,6.4,0.64,Negativno,Ne
667,18.486466,77.395055,4.3,-26.9,6.84,1.6,Pozitivno,Ne
668,18.462104,77.392988,4.5,-56.6,6.79,4.63,Pozitivno,Ne
669,18.474116,77.391063,9.6,-64.7,7.43,5.68,Negativno,Ne
670,18.47579,77.37845,14.0,-46.2,7.38,2.25,Negativno,Ne
671,18.497569,77.395883,10.9,-59.4,7.79,2.95,Negativno,Ne
672,18.454724,77.404958,11.6,-64.9,7.34,5.85,Negativno,Ne
673,18.466096,77.391857,3.2,-58.2,7.61,5.5,Negativno,Ne
674,18.466841,77.364588,11.6,-66.2,7.48,2.54,Negativno,Ne
675,18.475718,77.389442,9.5,-30.9,7.05,4.79,Negativno,Ne
676,18.4765,77.393853,11.7,-68.7,6.48,0.72,Negativno,Ne
677,18.469944,77.384999,2.2,-58.4,6.56,1.9,Negativno,Ne
678,18.462044,77.386283,11.2,-38.6,6.65,2.96,Negativno,Ne
679,18.461544,77.404531,10.4,-51.5,6.55,4.57,Negativno,Ne
680,18.470772,77.373619,9.4,-31.5,7.13,4.12,Negativno,Ne
681,18.495774,77.38495,0.8,-44.5,6.64,5.9,Negativno,Ne
682,18.48013,77.383587,11.1,-57.2,7.11,4.73,Negativno,Ne
683,18.476853,77.37999,8.3,-82.0,7.33,3.2,Pozitivno,Ne
684,18.462176,77.378382,14.8,-21.4,7.16,1.42,Negativno,Ne
685,18.492958,77.392192,2.1,-52.9,6.82,3.67,Negativno,Ne
686,18.481714,77.394226,5.6,-61.5,7.05,0.39,Negativno,Ne
687,18.47561,77.401008,8.6,-41.4,6.94,3.64,Negativno,Ne
688,18.483479,77.36436,8.4,-53.6,6.76,2.99,Negativno,Ne
689,18.46302,77.398637,4.1,-44.0,5.98,3.33,Pozitivno,Ne
690,18.473931,77.380748,0.3,-39.2,6.07,2.09,Negativno,Ne
691,18.470054,77.398114,12.2,-34.2,7.7,1.18,Negativno,Ne
692,18.478567,77.400345,1.0,-55.7,6.81,4.37,Negativno,Ne
693,18.475194,77.396625,14.2,-26.4,7.54,2.42,Negativno,Ne
694,18.473526,77.391173,9.0,-60.8,6.83,1.37,Negativno,Ne
695,18.467867,77.39198,3.1,-57.6,7.33,1.5,Negativno,Ne
696,18.487313,77.39756,6.4,-53.4,6.03,1.67,Negativno,Ne
697,18.487836,77.39291,10.9,-77.5,5.79,1.18,Negativno,Ne
698,18.481148,77.364329,10.1,-55.2,6.78,2.17,Negativno,Ne
699,18.478684,77.376348,10.2,-38.9,6.57,5.56,Negativno,Ne
700,18.485079,77.380545,3.8,-71.3,6.75,1.67,Negativno,Ne
701,18.499164,77.385408,5.5,-53.4,6.46,1.75,Negativno,Ne
702,18.478554,77.399918,14.1,-83.2,6.93,3.75,Negativno,Ne
703,18.49579,77.382766,11.1,-41.5,6.78,2.62,Negativno,Ne
704,18.48704,77.406451,5.1,-42.6,7.82,1.84,Negativno,Ne
705,18.48506,77.377097,11.1,-59.9,7.25,5.39,Negativno,Ne
706,18.47105,77.394253,9.9,-51.1,6.73,0.69,Negativno,Ne
707,18.474736,77.389762,11.5,-41.6,6.44,1.87,Negativno,Ne
708,18.470428,77.389197,9.7,-35.3,6.02,5.88,Negativno,Ne
709,18.475042,77.377294,1.3,-55.3,7.0,2.02,Negativno,Ne
710,18.467016,77.388329,7.6,-38.2,5.86,0.12,Negativno,Ne
711,18.484964,77.415063,0.6,-39.2,7.02,3.68,Negativno,Da
712,18.480559,77.381315,12.9,-29.3,6.2,1.32,Negativno,Ne
713,18.464033,77.408382,9.9,-37.3,6.37,5.43,Negativno,Ne
714,18.49892,77.404534,12.4,-56.2,6.32,0.71,Negativno,Ne
715,18.484771,77.394461,6.9,-64.0,7.22,1.15,Pozitivno,Ne
716,18.479351,77.382111,7.8,-35.5,7.03,3.39,Negativno,Ne
717,18.476705,77.37411,2.0,-65.9,6.85,5.38,Negativno,Ne
718,18.494963,77.397764,2.6,-64.8,7.26,5.87,Negativno,Ne
719,18.481544,77.389459,6.8,-86.7,6.74,2.21,Negativno,Ne
720,18.472511,77.386285,8.5,-71.2,7.35,2.56,Negativno,Ne
721,18.477898,77.380823,12.4,-50.5,7.41,3.28,Negativno,Ne
722,18.474731,77.377882,1.0,-46.7,7.21,2.58,Negativno,Ne
723,18.470703,77.367002,9.0,-49.9,6.98,3.23,Negativno,Ne
724,18.4959,77.371407,2.3,-43.7,7.42,0.34,Negativno,Ne
725,18.476984,77.382455,10.4,-55.5,7.29,2.01,Negativno,Ne
726,18.475018,77.395616,6.7,-49.0,7.47,5.57,Pozitivno,Ne
727,18.486576,77.395402,12.5,-29.0,6.93,1.28,Pozitivno,Ne
