ID_Uzorka;GPS_LAT;GPS_LONG
2211;18.391435;77.43258
2212;18.424708;77.449585
2213;18.406309;77.516032
2214;18.499444;77.465744
2215;18.372916;77.370878
2216;18.453297;77.519097
2217;18.425386;77.396673
2218;18.448312;77.422661
2219;18.441662;77.473269
2220;18.394612;77.326206
2221;18.439046;77.47969
2222;18.485141;77.4607
2223;18.4256;77.461495
2224;18.477468;77.513112
2225;18.436084;77.51201
2226;18.425693;77.359884
2227;18.328841;77.442456
2228;18.354936;77.485171
2229;18.430101;77.37724
2230;18.365914;77.459383
2231;18.485404;77.443785
2232;18.400787;77.46475
2233;18.496522;77.342565
2234;18.400011;77.320407
2235;18.458899;77.463152
2236;18.48469;77.416115
2237;18.399502;77.462333
2238;18.471962;77.345981
2239;18.505804;77.358537
2240;18.366445;77.478332
2241;18.398213;77.453812
2242;18.420317;77.543197
2243;18.410161;77.467678
2244;18.411952;77.424046
2245;18.451798;77.478737
2246;18.435933;77.458416
2247;18.396817;77.435531
2248;18.409471;77.472149
2249;18.446227;77.517292
2250;18.434072;77.494338
2251;18.378573;77.483581
2252;18.472313;77.408893
2253;18.402737;77.454106
2254;18.368537;77.491905
2255;18.49577;77.484564
2256;18.448429;77.379261
2257;18.479151;77.42219
2258;18.347274;77.559989
2259;18.48147;77.401061
2260;18.499431;77.473261
2261;18.422699;77.498214
2262;18.496543;77.372301
2263;18.517253;77.460436
2264;18.435178;77.468871
2265;18.375925;77.389304
2266;18.530913;77.438153
2267;18.435373;77.520344
2268;18.378425;77.496821
2269;18.534496;77.413823
2270;18.491749;77.518092
2271;18.417029;77.398974
2272;18.400184;77.450053
2273;18.479119;77.429082
2274;18.415358;77.429914
2275;18.425465;77.46674
2276;18.411238;77.442282
2277;18.451871;77.47353
2278;18.468578;77.473299
2279;18.493355;77.381699
2280;18.421821;77.397349
2281;18.426478;77.452556
2282;18.464468;77.46322
2283;18.328929;77.411355
2284;18.412545;77.434069
2285;18.526207;77.462316
2286;18.464813;77.492432
2287;18.391092;77.508227
2288;18.499791;77.529567
2289;18.450694;77.440346
2290;18.424526;77.335865
2291;18.486299;77.434776
2292;18.493055;77.489219
2293;18.448808;77.417156
2294;18.365686;77.464513
2295;18.438352;77.471141
2296;18.507799;77.435649
2297;18.473192;77.432499
2298;18.513115;77.534326
2299;18.463459;77.398182
2300;18.456702;77.424251
2301;18.434399;77.48081
2302;18.429631;77.448735
2303;18.550923;77.416277
2304;18.49045;77.392207
2305;18.421694;77.484593
2306;18.443469;77.434918
2307;18.460545;77.446009
2308;18.347312;77.416471
2309;18.476036;77.529119
2310;18.44436;77.436277
2311;18.501177;77.496688
2312;18.4769;77.337319
2313;18.46575;77.503365
2314;18.389214;77.372815
2315;18.459276;77.468726
2316;18.476671;77.364474
2317;18.321255;77.385125
2318;18.472608;77.422057
2319;18.300101;77.441842
2320;18.419714;77.44514
2321;18.514716;77.44891
2322;18.405333;77.562713
2323;18.478033;77.398202
2324;18.480398;77.451262
2325;18.514466;77.427295
2326;18.389713;77.436456
2327;18.500606;77.390862
2328;18.543618;77.429325
2329;18.486436;77.446524
2330;18.375378;77.438791
2331;18.432001;77.454113
2332;18.481161;77.493224
2333;18.426179;77.441499
2334;18.426926;77.446249
2335;18.3958;77.438198
2336;18.467537;77.47801
2337;18.40411;77.498244
2338;18.434074;77.439154
2339;18.453408;77.339874
2340;18.490951;77.492025
2341;18.514024;77.482662
2342;18.51198;77.46542
2343;18.530998;77.357692
2344;18.447941;77.460426
2345;18.361561;77.423422
2346;18.397149;77.463111
2347;18.511573;77.448717
2348;18.474883;77.580927
2349;18.495165;77.492664
2350;18.475568;77.409371
2351;18.481974;77.428556
2352;18.428626;77.422539
2353;18.428832;77.470081
2354;18.395309;77.482773
2355;18.443123;77.436612
2356;18.509996;77.430716
2357;18.442524;77.598543
2358;18.47938;77.453961
2359;18.450346;77.389008
2360;18.458503;77.487196
2361;18.397542;77.423001
2362;18.370411;77.485771
2363;18.443914;77.471084
2364;18.376511;77.467114
2365;18.382569;77.401705
2366;18.441819;77.576686
2367;18.481012;77.391139
2368;18.366915;77.452794
2369;18.414139;77.482898
2370;18.409291;77.483673
2371;18.491559;77.466957
2372;18.491534;77.416064
2373;18.51039;77.481112
2374;18.42878;77.431875
2375;18.40159;77.441395
2376;18.490495;77.480288
2377;18.489246;77.494312
2378;18.413693;77.430859
2379;18.418922;77.421217
2380;18.589331;77.4786
2381;18.529528;77.435036
2382;18.506172;77.406297
2383;18.33017;77.521211
2384;18.447432;77.428421
2385;18.476602;77.452882
2386;18.449467;77.455663
2387;18.416677;77.411859
2388;18.452736;77.411093
2389;18.415249;77.417721
2390;18.456831;77.523315
2391;18.510871;77.529518
2392;18.446436;77.472203
2393;18.500134;77.52577
2394;18.455133;77.448541
2395;18.461207;77.521069
2396;18.492468;77.457591
2397;18.508772;77.447556
2398;18.472091;77.357925
2399;18.427558;77.456478
2400;18.289868;77.392236
2401;18.392876;77.494864
2402;18.406094;77.417286
2403;18.430533;77.512926
2404;18.45924;77.371695
2405;18.43082;77.447226
2406;18.532958;77.489325
2407;18.50186;77.483309
2408;18.520008;77.473738
2409;18.426373;77.482449
2410;18.427776;77.383446
2411;18.464002;77.428647
2412;18.382596;77.438331
2413;18.421083;77.364926
2414;18.476182;77.334868
2415;18.471496;77.484628
2416;18.455434;77.408799
2417;18.539032;77.45873
2418;18.466637;77.405206
2419;18.460507;77.484433
2420;18.360805;77.525506
2421;18.328242;77.52265
2422;18.44659;77.368544
2423;18.463133;77.472332
2424;18.452554;77.478363
2425;18.477737;77.430707
2426;18.497;77.431287
2427;18.591066;77.485434
2428;18.530432;77.478928
2429;18.451157;77.438513
2430;18.458378;77.424205
2431;18.428921;77.455396
2432;18.447999;77.52667
2433;18.506881;77.429316
2434;18.464055;77.46495
2435;18.450107;77.354679
2436;18.454289;77.432768
2437;18.376881;77.459164
2438;18.528265;77.461199
2439;18.458657;77.433972
2440;18.440178;77.469525
2441;18.503101;77.425212
2442;18.441798;77.497182
2443;18.508349;77.454912
2444;18.428308;77.422806
2445;18.413374;77.437138
2446;18.445179;77.444644
2447;18.401088;77.489348
2448;18.512217;77.397219
2449;18.420999;77.413129
2450;18.417413;77.512254
2451;18.454682;77.411328
2452;18.445002;77.420083
2453;18.360326;77.371475
2454;18.452957;77.534891
2455;18.481103;77.442649
2456;18.416373;77.561564
2457;18.377696;77.337245
2458;18.486568;77.486832
2459;18.455667;77.523367
2460;18.468848;77.456238
2461;18.43613;77.555745
2462;18.399438;77.478756
2463;18.436614;77.426338
2464;18.530422;77.501247
2465;18.419425;77.560199
2466;18.520618;77.39328
2467;18.486838;77.400387
2468;18.445974;77.463974
2469;18.473326;77.393792
2470;18.477341;77.363476
2471;18.516403;77.484638
2472;18.430787;77.449395
2473;18.451094;77.412144
2474;18.495768;77.3923
2475;18.440136;77.397013
2476;18.433383;77.465879
2477;18.402513;77.452686
2478;18.499576;77.397856
2479;18.438642;77.416102
2480;18.466431;77.470821
2481;18.388089;77.464657
2482;18.492372;77.572978
2483;18.450381;77.426019
2484;18.433891;77.368179
2485;18.491742;77.412974
2486;18.457823;77.436756
2487;18.404232;77.452203
2488;18.394285;77.527245
2489;18.373466;77.379906
2490;18.504763;77.530022
2491;18.476985;77.511091
2492;18.429442;77.420473
2493;18.431281;77.370792
2494;18.492965;77.493672
2495;18.479054;77.472717
2496;18.362696;77.463732
2497;18.547231;77.419953
2498;18.448818;77.485036
2499;18.516395;77.355936
2500;18.459774;77.524297
2501;18.455128;77.522039
2502;18.335655;77.412496
2503;18.530832;77.432725
2504;18.477279;77.452723
2505;18.350928;77.400219
2506;18.456432;77.493189
2507;18.499247;77.447532
2508;18.457748;77.479973
2509;18.457978;77.42442
2510;18.449199;77.429767
2511;18.456386;77.515844
2512;18.431262;77.406072
2513;18.39795;77.494761
2514;18.367482;77.507951
2515;18.424067;77.316695
2516;18.511614;77.455625
2517;18.419041;77.422005
2518;18.437336;77.407743
2519;18.388121;77.39604
2520;18.392204;77.482339
2521;18.420537;77.480858
2522;18.477207;77.481458
2523;18.371022;77.339148
2524;18.463834;77.364199
2525;18.429066;77.509029
2526;18.337951;77.562899
2527;18.499013;77.445203
2528;18.426264;77.464005
2529;18.420897;77.542657
2530;18.464223;77.489341
2531;18.402396;77.492281
2532;18.539429;77.518032
2533;18.458318;77.408285
2534;18.404175;77.3846
2535;18.461316;77.557256
2536;18.474076;77.46286
2537;18.389809;77.4012
2538;18.482884;77.48332
2539;18.341554;77.463757
2540;18.398821;77.410177
2541;18.470727;77.388683
2542;18.449492;77.369473
2543;18.434861;77.432168
2544;18.485392;77.3945
2545;18.450596;77.423013
2546;18.45934;77.45458
2547;18.385778;77.466502
2548;18.425003;77.519959
2549;18.414987;77.410557
2550;18.453151;77.393552
2551;18.450187;77.545946
2552;18.455905;77.415001
2553;18.453435;77.408887
2554;18.35387;77.393045
2555;18.411007;77.377644
2556;18.449159;77.423659
2557;18.407911;77.442496
2558;18.453607;77.438445
2559;18.475496;77.46119
2560;18.485244;77.404851
2561;18.504646;77.460491
2562;18.513112;77.47406
2563;18.387752;77.437985
2564;18.515725;77.464087
2565;18.422951;77.432521
2566;18.403786;77.440047
2567;18.443703;77.450308
2568;18.397576;77.430776
2569;18.437263;77.473695
2570;18.410805;77.388206
2571;18.473865;77.485617
2572;18.444003;77.440415
2573;18.377654;77.41553
2574;18.512419;77.411879
2575;18.391776;77.407544
2576;18.448089;77.436332
2577;18.488118;77.437638
2578;18.515771;77.455178
2579;18.422208;77.475504
2580;18.456458;77.443825
2581;18.403754;77.497081
2582;18.427359;77.426917
2583;18.423513;77.483154
2584;18.504098;77.519586
2585;18.411996;77.427189
2586;18.414388;77.389318
2587;18.441769;77.388307
2588;18.458295;77.442319
2589;18.413925;77.512839
2590;18.516294;77.481364
2591;18.478834;77.465964
2592;18.417623;77.47614
2593;18.472224;77.519089
2594;18.422224;77.504979
2595;18.434302;77.441401
2596;18.369759;77.460499
2597;18.453038;77.405399
2598;18.422398;77.423448
2599;18.411088;77.450104
2600;18.582126;77.471742
2601;18.382161;77.458908
2602;18.386124;77.504064
2603;18.459778;77.433553
2604;18.471886;77.500654
2605;18.502357;77.470632
2606;18.510125;77.460128
2607;18.504207;77.465124
2608;18.433909;77.407148
2609;18.547217;77.358716
2610;18.412235;77.333771
2611;18.419615;77.53773
2612;18.437416;77.44906
2613;18.481077;77.470129
2614;18.34403;77.408737
2615;18.489705;77.442212
2616;18.476192;77.515593
2617;18.485745;77.413793
2618;18.472478;77.510156
2619;18.471969;77.459459
2620;18.347859;77.429329
2621;18.376815;77.387368
2622;18.443375;77.412713
2623;18.42537;77.414534
2624;18.384806;77.467125
2625;18.39933;77.299457
2626;18.426851;77.414612
2627;18.453533;77.399292
2628;18.403295;77.480261
2629;18.467456;77.516431
2630;18.430714;77.431199
2631;18.399298;77.424147
2632;18.411886;77.449157
2633;18.374189;77.466479
2634;18.406312;77.439124
2635;18.438892;77.430657
2636;18.460503;77.495301
2637;18.501222;77.506551
2638;18.374739;77.411639
2639;18.424046;77.506465
2640;18.389953;77.492956
2641;18.461604;77.491225
2642;18.404978;77.331845
2643;18.561618;77.442568
2644;18.444585;77.333891
2645;18.473892;77.424076
2646;18.502112;77.519692
2647;18.475846;77.433186
2648;18.431031;77.353919
2649;18.523408;77.469496
2650;18.408855;77.509388
2651;18.446532;77.484618
2652;18.41297;77.47908
2653;18.442716;77.496384
2654;18.381224;77.475018
2655;18.481601;77.39778
2656;18.480042;77.460818
2657;18.456544;77.577685
2658;18.429318;77.472571
2659;18.50557;77.459792
2660;18.453603;77.502998
2661;18.502721;77.41427
2662;18.430503;77.44208
2663;18.419075;77.440987
2664;18.465514;77.542969
2665;18.389907;77.400514
2666;18.349216;77.512504
2667;18.447693;77.399779
2668;18.518242;77.437551
2669;18.469193;77.5566
2670;18.415166;77.48032
2671;18.455994;77.463033
2672;18.408258;77.488157
2673;18.408541;77.506884
2674;18.373397;77.508544
2675;18.449199;77.445736
2676;18.418897;77.361404
2677;18.404398;77.445027
2678;18.519928;77.469692
2679;18.471389;77.428541
2680;18.392534;77.530463
2681;18.389079;77.392412
2682;18.428473;77.495591
2683;18.465547;77.500418
2684;18.407293;77.427046
2685;18.421183;77.462276
2686;18.368091;77.405392
2687;18.459209;77.450577
2688;18.467342;77.331365
2689;18.466105;77.430035
2690;18.474682;77.474349
2691;18.445403;77.545947
2692;18.486268;77.411052
2693;18.486149;77.400633
2694;18.509911;77.433027
2695;18.456104;77.445976
2696;18.47648;77.552933
2697;18.364737;77.451936
2698;18.474559;77.354622
2699;18.58431;77.394098
2700;18.498249;77.424999
2701;18.466863;77.409905
2702;18.411172;77.419629
2703;18.398221;77.494377
2704;18.567362;77.462414
2705;18.491951;77.371267
2706;18.42989;77.340412
2707;18.4472;77.442996
2708;18.487769;77.566306
2709;18.43604;77.559423
2710;18.427891;77.448811
2711;18.452441;77.436295
2712;18.377345;77.476767
2713;18.442627;77.405353
2714;18.530149;77.450883
2715;18.431949;77.498392
2716;18.45435;77.554618
2717;18.48949;77.451887
2718;18.476402;77.467966
2719;18.39118;77.413986
2720;18.376841;77.55187
2721;18.555417;77.372815
2722;18.501439;77.372235
2723;18.405322;77.483892
2724;18.473761;77.447297
2725;18.436219;77.493904
2726;18.45518;77.406462
2727;18.424566;77.488642
2728;18.449663;77.545928
2729;18.435669;77.411622
2730;18.421047;77.42847
2731;18.481085;77.50197
2732;18.544072;77.40667
2733;18.519531;77.468042
2734;18.446675;77.404384
2735;18.46463;77.485775
2736;18.397116;77.439588
2737;18.492103;77.43362
2738;18.472893;77.418907
2739;18.377203;77.463196
2740;18.381874;77.471085
2741;18.483352;77.465205
2742;18.417525;77.465385
2743;18.400321;77.457522
2744;18.497289;77.451295
2745;18.417566;77.472366
2746;18.392288;77.459211
2747;18.396122;77.488237
2748;18.536426;77.42447
2749;18.481842;77.459534
2750;18.446934;77.487176
2751;18.433792;77.454104
2752;18.468669;77.466135
2753;18.475384;77.387573
2754;18.412519;77.437541
2755;18.493506;77.425882
2756;18.428613;77.320517
2757;18.469521;77.458805
2758;18.414563;77.515325
2759;18.39775;77.408464
2760;18.447717;77.429139
2761;18.469974;77.441066
2762;18.407218;77.431493
2763;18.486476;77.454186
2764;18.401535;77.501973
2765;18.365968;77.365677
2766;18.437107;77.441162
2767;18.37603;77.523629
2768;18.409906;77.375491
2769;18.497117;77.386236
2770;18.477582;77.407551
2771;18.438318;77.449611
2772;18.405023;77.505754
2773;18.433263;77.365982
2774;18.523813;77.343275
2775;18.507029;77.455399
2776;18.362728;77.533627
2777;18.507504;77.468022
2778;18.424732;77.423805
2779;18.384764;77.366167
2780;18.387884;77.424292
2781;18.447431;77.331976
2782;18.373693;77.454347
2783;18.422146;77.452505
2784;18.433301;77.463156
2785;18.439861;77.372917
2786;18.367821;77.503371
2787;18.412495;77.479039
2788;18.418269;77.49239
2789;18.42492;77.495022
2790;18.437243;77.433477
2791;18.434345;77.41874
2792;18.438682;77.381499
2793;18.41887;77.512316
2794;18.503818;77.420748
2795;18.502987;77.398058
2796;18.411957;77.393333
2797;18.370551;77.423495
2798;18.433587;77.504023
2799;18.474699;77.48245
2800;18.443034;77.481212
2801;18.393653;77.447772
2802;18.577392;77.454037
2803;18.521649;77.35583
2804;18.458777;77.429661
2805;18.428519;77.466827
2806;18.38902;77.460262
2807;18.405996;77.378205
2808;18.436651;77.451602
2809;18.49029;77.429014
2810;18.416445;77.46154
2811;18.488813;77.466523
2812;18.370179;77.467909
2813;18.422722;77.429851
2814;18.471238;77.401792
2815;18.420166;77.41829
2816;18.427248;77.47996
2817;18.365656;77.405672
2818;18.492827;77.465904
2819;18.473833;77.42694
2820;18.497886;77.436971
2821;18.430528;77.359847
2822;18.536873;77.470287
2823;18.41035;77.375423
2824;18.443283;77.455245
2825;18.463168;77.437714
2826;18.453744;77.38967
2827;18.527556;77.430899
2828;18.461414;77.498355
2829;18.461169;77.487909
2830;18.521721;77.368674
2831;18.546728;77.444122
2832;18.487095;77.441143
2833;18.443912;77.467975
2834;18.491412;77.394889
2835;18.402209;77.517916
2836;18.440285;77.460416
2837;18.401101;77.426212
2838;18.440822;77.527117
2839;18.456695;77.523916
2840;18.468458;77.459885
2841;18.429443;77.43141
2842;18.392625;77.401845
2843;18.424729;77.448121
2844;18.483685;77.373759
2845;18.36615;77.56961
2846;18.518185;77.4034
2847;18.459783;77.4504
2848;18.454252;77.49181
2849;18.49256;77.534746
2850;18.370999;77.434391
2851;18.478747;77.4049
2852;18.433436;77.390724
2853;18.391196;77.413798
2854;18.437151;77.371618
2855;18.481963;77.507064
2856;18.457627;77.464102
2857;18.515164;77.51224
2858;18.413834;77.459323
2859;18.424721;77.382328
2860;18.421854;77.453742
2861;18.471113;77.480009
2862;18.579973;77.478448
2863;18.508638;77.483187
2864;18.38794;77.490222
2865;18.443948;77.497197
2866;18.502306;77.469741
2867;18.501759;77.406696
2868;18.463067;77.475488
2869;18.525718;77.519897
2870;18.476635;77.530081
2871;18.48916;77.473086
2872;18.476352;77.541339
2873;18.47289;77.416274
2874;18.478262;77.410935
2875;18.402964;77.516269
2876;18.434394;77.368696
2877;18.429906;77.271535
2878;18.417515;77.420168
2879;18.446569;77.444058
2880;18.453878;77.449737
2881;18.54088;77.49676
2882;18.480517;77.462384
2883;18.461407;77.469551
2884;18.372879;77.418894
2885;18.461093;77.457172
2886;18.47891;77.453011
2887;18.442211;77.471594
2888;18.399027;77.409979
2889;18.449897;77.405566
2890;18.413644;77.427963
2891;18.38676;77.466406
2892;18.407881;77.350241
2893;18.474502;77.432656
2894;18.463512;77.469183
2895;18.484076;77.439168
2896;18.450627;77.419609
2897;18.437063;77.497393
2898;18.366135;77.46538
2899;18.515717;77.462274
2900;18.431823;77.364964
2901;18.465663;77.490055
2902;18.385123;77.484847
2903;18.45606;77.405208
2904;18.455925;77.529865
2905;18.356695;77.472903
2906;18.491836;77.389527
2907;18.407266;77.405031
2908;18.448825;77.480375
2909;18.472855;77.453349
2910;18.458663;77.482343
2911;18.367174;77.481001
2912;18.413947;77.444103
2913;18.463964;77.413163
2914;18.483461;77.438734
2915;18.402711;77.414511
2916;18.520071;77.465774
2917;18.397986;77.466646
2918;18.369883;77.368196
2919;18.442657;77.38189
2920;18.453855;77.42325
2921;18.469864;77.511047
2922;18.383552;77.487949
2923;18.410728;77.47394
2924;18.419043;77.426601
2925;18.49577;77.404405
2926;18.499009;77.424624
2927;18.477037;77.42045
2928;18.375301;77.391895
2929;18.375978;77.48611
2930;18.51869;77.427005
2931;18.44676;77.409274
2932;18.447265;77.489027
2933;18.4503;77.3716
2934;18.479922;77.466391
2935;18.517325;77.471941
2936;18.404846;77.472525
2937;18.437107;77.423223
2938;18.490009;77.39631
2939;18.379174;77.413759
2940;18.507974;77.392507
2941;18.46067;77.538067
2942;18.511496;77.442599
2943;18.463784;77.534188
2944;18.588739;77.501674
2945;18.398473;77.401671
2946;18.513005;77.461892
2947;18.416569;77.410216
2948;18.401067;77.320677
2949;18.383671;77.468817
2950;18.504036;77.344011
2951;18.354504;77.487021
2952;18.497841;77.434835
2953;18.434208;77.539845
2954;18.489109;77.416481
2955;18.544203;77.449845
2956;18.398441;77.522275
2957;18.539756;77.538573
2958;18.449374;77.422551
2959;18.465052;77.438506
2960;18.429487;77.467605
2961;18.425393;77.467755
2962;18.435825;77.432117
2963;18.553941;77.389919
2964;18.375577;77.450927
2965;18.38996;77.431755
2966;18.430265;77.429624
2967;18.465003;77.476054
2968;18.470835;77.560788
2969;18.408198;77.381538
2970;18.4935;77.372168
2971;18.407405;77.515018
2972;18.506305;77.492023
2973;18.447402;77.506854
2974;18.58584;77.416294
2975;18.450438;77.421479
2976;18.447778;77.420991
2977;18.429381;77.499926
2978;18.47152;77.460825
2979;18.431597;77.531644
2980;18.501164;77.438765
2981;18.474042;77.467052
2982;18.492836;77.475207
2983;18.474008;77.417401
2984;18.392656;77.403681
2985;18.420982;77.446538
2986;18.374632;77.437938
2987;18.534814;77.473143
2988;18.471573;77.457708
2989;18.401903;77.427396
2990;18.401481;77.453226
2991;18.483213;77.525085
2992;18.534255;77.440113
2993;18.474495;77.435338
2994;18.467218;77.476937
2995;18.40084;77.448491
2996;18.464181;77.45294
2997;18.361155;77.513214
2998;18.401244;77.475108
2999;18.464793;77.426487
3000;18.4383;77.47796
3001;18.440993;77.503904
3002;18.472027;77.353311
3003;18.420036;77.465527
3004;18.501946;77.541073
3005;18.435411;77.535589
3006;18.439612;77.498797
3007;18.451376;77.409877
3008;18.56551;77.499565
3009;18.451776;77.413618
3010;18.425939;77.594597
3011;18.515002;77.53803
3012;18.460976;77.449107
3013;18.441332;77.467844
3014;18.46574;77.459362
3015;18.421349;77.487676
3016;18.460869;77.462103
3017;18.381727;77.415587
3018;18.496154;77.447018
3019;18.364748;77.510195
3020;18.446244;77.405274
3021;18.364888;77.491317
3022;18.495945;77.530325
3023;18.500116;77.397412
3024;18.482766;77.406958
3025;18.513159;77.43453
3026;18.377176;77.495752
3027;18.47943;77.444221
3028;18.478339;77.4333
3029;18.416703;77.466118
3030;18.489154;77.448789
3031;18.514034;77.44712
3032;18.420314;77.496367
3033;18.475245;77.565634
3034;18.457869;77.435726
3035;18.491455;77.456882
3036;18.333774;77.497742
3037;18.437024;77.411309
3038;18.452118;77.416301
3039;18.504253;77.433025
3040;18.519089;77.438899
3041;18.346674;77.402901
3042;18.462983;77.414141
3043;18.44731;77.467244
3044;18.486058;77.445388
3045;18.472939;77.444979
3046;18.420749;77.438425
3047;18.3494;77.429015
3048;18.472198;77.605223
3049;18.329643;77.384827
3050;18.503014;77.404634
3051;18.461859;77.469084
3052;18.414308;77.403333
3053;18.401243;77.470835
3054;18.479176;77.388885
3055;18.489938;77.422006
3056;18.426918;77.500595
3057;18.444773;77.50256
3058;18.538234;77.479276
3059;18.39988;77.512001
3060;18.488691;77.472028
3061;18.446285;77.392363
3062;18.508282;77.484255
3063;18.542272;77.426464
3064;18.472939;77.428805
3065;18.472479;77.498884
3066;18.464559;77.481557
3067;18.468005;77.497595
3068;18.388427;77.427518
3069;18.463309;77.413206
3070;18.421145;77.422623
3071;18.509896;77.483325
3072;18.391336;77.45571
3073;18.430017;77.400629
3074;18.454958;77.461574
3075;18.498823;77.438368
3076;18.430055;77.392377
3077;18.442314;77.548096
3078;18.417974;77.432849
3079;18.424072;77.525858
3080;18.393041;77.464775
3081;18.440321;77.47373
3082;18.481345;77.433994
3083;18.439688;77.502289
3084;18.406574;77.432872
3085;18.415179;77.468472
3086;18.47835;77.389289
3087;18.435489;77.422642
3088;18.391402;77.478237
3089;18.458545;77.431323
3090;18.48378;77.448605
3091;18.469459;77.501939
3092;18.460319;77.497447
3093;18.38488;77.58399
3094;18.496963;77.487626
3095;18.366921;77.502551
3096;18.481726;77.508218
3097;18.494511;77.507692
3098;18.598585;77.4974
3099;18.457643;77.489741
3100;18.454785;77.470777
3101;18.487983;77.499673
3102;18.557091;77.402766
3103;18.40021;77.367911
3104;18.415696;77.44174
3105;18.43236;77.516507
3106;18.572115;77.425388
3107;18.41437;77.418889
3108;18.493248;77.445563
3109;18.433855;77.502537
3110;18.456875;77.394648
3111;18.469803;77.507317
3112;18.467727;77.425682
3113;18.482119;77.466357
3114;18.42879;77.51875
3115;18.473914;77.431546
3116;18.479788;77.417249
3117;18.444717;77.440449
3118;18.406218;77.431
3119;18.521478;77.57191
3120;18.440379;77.461725
3121;18.34556;77.498819
3122;18.408209;77.459187
3123;18.490102;77.415746
3124;18.49639;77.432433
3125;18.495442;77.589919
3126;18.495764;77.48571
3127;18.541834;77.468007
3128;18.499341;77.4797
3129;18.435759;77.419365
3130;18.531457;77.472483
3131;18.412495;77.475396
3132;18.451562;77.457674
3133;18.574888;77.439521
3134;18.454016;77.384367
3135;18.531916;77.394337
3136;18.412886;77.494471
3137;18.504603;77.400899
3138;18.365146;77.430589
3139;18.468418;77.428666
3140;18.396242;77.410979
3141;18.399123;77.456791
3142;18.454509;77.464437
3143;18.433379;77.37429
3144;18.412469;77.40616
3145;18.394616;77.420494
3146;18.40845;77.459154
3147;18.416263;77.387341
3148;18.442282;77.54855
3149;18.492096;77.39106
3150;18.439773;77.494177
3151;18.471909;77.477095
3152;18.503467;77.384627
3153;18.416152;77.462194
3154;18.397384;77.474091
3155;18.478997;77.475026
3156;18.572448;77.46174
3157;18.402908;77.381
3158;18.433886;77.522063
3159;18.487551;77.333017
3160;18.508546;77.444483
3161;18.436645;77.440115
3162;18.452284;77.437646
3163;18.435629;77.465777
3164;18.519833;77.386235
3165;18.451767;77.500598
3166;18.397259;77.488293
3167;18.468105;77.483437
3168;18.441076;77.461611
3169;18.429268;77.314617
3170;18.435256;77.486846
3171;18.526926;77.447461
3172;18.349247;77.436479
3173;18.472651;77.347962
3174;18.506037;77.442081
3175;18.454627;77.507216
3176;18.460509;77.479849
3177;18.437295;77.473413
3178;18.424085;77.358458
3179;18.337459;77.420567
3180;18.430841;77.455137
3181;18.417156;77.389911
3182;18.4844;77.512314
3183;18.410043;77.464364
3184;18.418923;77.450431
3185;18.407074;77.486202
3186;18.483226;77.491014
3187;18.509317;77.373798
3188;18.464341;77.416022
3189;18.479143;77.432854
3190;18.474205;77.490409
3191;18.496556;77.383849
3192;18.445167;77.405081
3193;18.40043;77.417084
3194;18.458954;77.448928
3195;18.493609;77.468345
3196;18.363414;77.523539
3197;18.49397;77.483765
3198;18.44381;77.496758
3199;18.412162;77.490401
3200;18.476692;77.497683
3201;18.437836;77.428245
3202;18.386489;77.48196
3203;18.458615;77.508763
3204;18.456247;77.358021
3205;18.459412;77.494182
3206;18.365635;77.451228
3207;18.412722;77.395123
3208;18.440652;77.489765
3209;18.580464;77.472621
3210;18.433486;77.400273
3211;18.460354;77.448813
3212;18.424118;77.40098
3213;18.430416;77.423449
3214;18.453656;77.456401
3215;18.32362;77.501344
3216;18.492317;77.452628
3217;18.503773;77.441311
3218;18.395729;77.479956
3219;18.452653;77.415
3220;18.499084;77.444181
3221;18.316595;77.35655
3222;18.373269;77.409327
3223;18.433543;77.369834
3224;18.51564;77.480076
3225;18.487579;77.508722
3226;18.501824;77.42387
3227;18.424145;77.381633
3228;18.444832;77.499132
3229;18.516438;77.415052
3230;18.482301;77.426415
3231;18.50919;77.504764
3232;18.37412;77.419378
3233;18.359764;77.43768
3234;18.426596;77.465087
3235;18.392696;77.501628
3236;18.459277;77.530234
3237;18.474628;77.442714
3238;18.482893;77.43516
3239;18.4796;77.414737
3240;18.44512;77.459114
3241;18.404226;77.532947
3242;18.489543;77.528027
3243;18.428858;77.543137
3244;18.401596;77.428462
3245;18.441352;77.537779
3246;18.473348;77.43377
3247;18.414239;77.458906
3248;18.401861;77.430932
3249;18.340643;77.399586
3250;18.397833;77.520054
3251;18.436335;77.423195
3252;18.431973;77.438461
3253;18.423615;77.466355
3254;18.397388;77.485966
3255;18.485679;77.444817
3256;18.463235;77.457898
3257;18.410811;77.419461
3258;18.446475;77.491393
3259;18.435757;77.464796
3260;18.499195;77.425542
3261;18.460136;77.465501
3262;18.41496;77.394171
3263;18.512111;77.52171
3264;18.516239;77.448135
3265;18.540549;77.359653
3266;18.439672;77.461507
3267;18.500448;77.448732
3268;18.529771;77.490371
3269;18.471393;77.529782
3270;18.38728;77.530824
3271;18.425941;77.519702
3272;18.416493;77.514179
3273;18.342135;77.459073
3274;18.407172;77.525381
3275;18.47796;77.400486
3276;18.361011;77.497249
3277;18.448819;77.494473
3278;18.46119;77.507697
3279;18.428747;77.443221
3280;18.385408;77.432891
3281;18.461163;77.454978
3282;18.379038;77.432543
3283;18.508993;77.454368
3284;18.437871;77.474779
3285;18.441069;77.461918
